ListPrice,BEDS,BATHS,SQFT,LotSize,YearBuilt,Age,ParkingSpots,HasGarage,DOM,BeenReduced,SoldPrev,LATITUDE,LONGITUDE,ShortSale
189900,3,1,1398,6098,1952,62,1,Garage,135,Y,N,44.907337,-93.184616,N
424000,4,3,3142,9583,1976,38,4,Garage,2,N,N,44.942215,-93.178291,N
137000,3,1.75,1326,5662,1958,56,1,Garage,113,N,N,44.902679,-93.185043,Y
129900,3,1,1800,8276,1957,57,2,Garage,82,Y,N,44.984974,-93.015129,Y
99900,4,1.75,1828,5227,1918,96,4,Garage,9,Y,N,45.000118,-93.309113,N
279900,3,1.75,1336,5227,1924,90,2,Garage,6,N,N,44.929535,-93.186226,N
174900,3,2.5,1623,7840,1957,57,1,Garage,75,Y,Y,44.991337,-93.01403,N
149900,3,1.5,1406,5227,1959,55,1,Garage,57,Y,N,45.033623,-93.231071,N
144900,4,2,1400,7405,1954,60,1,Garage,137,Y,N,44.979996,-93.014175,Y
179900,3,1,1064,5227,1962,52,1,Garage,137,Y,N,44.93528,-93.146996,N
169900,3,1.5,1943,10454,1953,61,1,Garage,72,N,N,44.959217,-93.013817,N
89900,3,1,624,10454,1921,93,0,No,136,Y,Y,44.958298,-93.013344,N
179000,4,2.25,1857,6098,1959,55,3,Garage,72,Y,Y,44.950401,-93.013329,N
314900,3,1.75,1725,4791,1922,92,4,Garage,57,Y,N,44.935867,-93.18811,N
135500,3,1.75,1200,4356,1954,60,1,Garage,70,Y,Y,44.958298,-93.012817,N
164900,4,2,2009,9147,1964,50,2,Garage,65,Y,N,44.941761,-93.005386,Y
650000,4,2.75,3880,9147,1961,53,2,Garage,137,Y,N,44.909416,-93.179977,N
149900,3,1.75,1647,6534,1954,60,2,Garage,43,N,Y,44.964619,-93.011681,N
178900,3,1.75,1387,136778,1964,50,2,Garage,20,N,N,44.908077,-93.01046,N
799000,5,3,3927,125452,1952,62,2,Garage,137,Y,N,44.905556,-93.166077,N
82500,5,1.5,1320,6534,1901,113,0,No,23,N,N,45.000618,-93.28756,N
69900,3,1,1600,5227,1909,105,2,Garage,137,Y,Y,45.001087,-93.311684,N
149900,2,1.5,1296,1306,1870,144,0,No,16,N,Y,44.935165,-93.113876,N
100000,4,1.5,1964,5662,1930,84,2,Garage,114,N,N,45.001324,-93.310394,N
105900,4,1.5,2198,4356,1910,104,1,Garage,36,N,N,45.001331,-93.286758,N
329900,3,1.5,1691,4791,1924,90,1,Garage,82,Y,N,44.930038,-93.19075,N
1195000,6,4.5,6328,16988,1910,104,2,Garage,107,N,N,44.949982,-93.190994,N
556877,4,3.25,2573,4791,1923,91,3,Garage,6,N,Y,44.927338,-93.191055,N
79500,3,,1091,5227,1925,89,1,Garage,1,N,Y,44.977676,-93.109253,N
209900,2,1,814,2178,1924,90,1,Garage,13,N,Y,44.926636,-93.282555,N
1325000,4,5.75,6783,35283,1953,61,3,Garage,137,N,N,44.90678,-93.170746,N
364500,4,2.25,2432,5662,1936,78,1,Garage,44,Y,N,44.924976,-93.191895,N
199900,5,2.25,2767,7840,1968,46,2,Garage,112,Y,N,44.943439,-93.008591,N
360000,3,1,1211,6534,1916,98,1,Garage,137,Y,Y,44.935001,-93.173004,N
134900,4,1,1709,6534,1960,54,2,Garage,8,N,N,44.965523,-93.008591,N
249900,2,1.25,994,4791,1929,85,1,Garage,5,N,N,44.920944,-93.193451,N
119500,2,1,1073,6969,1916,98,4,Garage,137,Y,N,45.010162,-93.256371,N
99900,2,1.75,1220,6534,1900,114,1,Garage,40,N,N,45.010315,-93.260712,N
479000,4,1.75,2358,7405,1935,79,1,Garage,137,Y,Y,44.922249,-93.194115,N
260000,3,1.5,1488,5227,1909,105,4,Garage,12,N,Y,45.010235,-93.234962,N
649900,5,3.25,3222,6098,1928,86,4,Garage,6,N,N,44.934578,-93.19426,N
194500,3,1.75,1814,7405,1960,54,4,Garage,106,N,N,44.939663,-93.006386,N
125000,4,1.5,1520,,1961,53,1,Garage,11,N,N,44.938816,-93.005432,N
113900,2,1.75,1296,4791,1951,63,2,Garage,8,N,N,44.988358,-93.110039,N
129000,4,2.25,1790,7405,1967,47,2,Garage,72,Y,Y,44.937168,-93.005188,N
78980,2,1,1415,7405,1939,75,1,Garage,69,Y,N,44.922497,-93.085938,N
769000,5,3.25,3715,7405,1912,102,2,Garage,111,N,N,44.959976,-93.298607,N
206000,2,1,1358,11761,1938,76,1,Garage,137,Y,Y,44.955853,-93.195251,N
125000,3,1.5,1468,5227,1909,105,2,Garage,137,Y,Y,45.002533,-93.299576,N
234900,3,2,1277,7405,1996,18,2,Garage,137,Y,Y,44.937901,-93.238503,N
229900,4,2,1288,5227,1926,88,1,Garage,39,N,N,45.009861,-93.227776,N
83900,3,1,1761,6534,1907,107,1,Garage,75,Y,N,45.002991,-93.298637,N
150000,4,2,1686,6969,1900,114,1,Garage,137,Y,N,44.967377,-93.195786,N
119900,2,1,732,4791,1914,100,1,Garage,85,Y,Y,44.939301,-93.238045,N
69900,4,1.5,3000,3484,1892,122,2,Garage,76,N,Y,45.003086,-93.304558,N
279900,3,1.75,1355,5227,1915,99,2,Garage,119,Y,Y,44.934448,-93.175499,N
2895000,6,5.75,7436,14374,1929,85,3,Garage,137,N,N,44.95879,-93.307182,N
549900,4,1.75,1945,5227,1908,106,2,Garage,2,N,Y,44.959061,-93.312729,N
385000,5,3.25,2568,20908,1901,113,2,Garage,103,N,N,45.012432,-93.265694,N
485000,5,1.75,3422,5662,1895,119,2,Garage,56,Y,N,44.958714,-93.290199,N
79000,2,1.25,1164,4791,1886,128,2,Garage,4,N,N,44.925117,-93.075577,N
105000,4,2,1064,7840,1906,108,2,Garage,9,N,Y,45.004261,-93.289085,N
40000,3,1,1086,4356,1911,103,1,Garage,42,Y,Y,45.003975,-93.311378,N
149900,4,2,1624,4356,1900,114,1,Garage,137,N,Y,44.958511,-93.255249,N
250000,3,1,1560,6534,1908,106,1,Garage,2,N,N,44.95837,-93.223541,N
3750000,5,5,6500,39639,1958,56,3,Garage,137,N,N,44.958099,-93.302704,N
995000,4,2.75,3119,7840,1927,87,2,Garage,77,N,N,44.957294,-93.313454,N
160000,3,1.5,1878,6098,1994,20,1,Garage,2,N,N,44.956982,-93.257103,N
119900,2,1,1369,6534,1905,109,2,Garage,6,N,Y,45.005322,-93.31369,N
239900,3,2.5,1694,4791,1907,107,2,Garage,14,N,N,44.956963,-93.283363,N
1935000,5,3,5008,6534,1929,85,2,Garage,137,N,N,44.957829,-93.312782,N
158000,2,1,1498,5227,1912,102,1,Garage,64,Y,N,45.01437,-93.237511,N
144900,3,1.25,1200,,1900,114,2,Garage,83,Y,N,45.014442,-93.252785,N
119900,2,1.5,671,5662,1946,68,1,Garage,42,Y,N,45.014572,-93.253975,N
1995000,3,2.75,5084,9147,1916,98,2,Garage,137,Y,N,44.956615,-93.312813,N
299000,3,1.75,1899,8712,1952,62,3,Garage,119,N,Y,44.908173,-93.174927,N
159990,3,1.5,1075,4356,1911,103,4,Garage,19,N,Y,44.924614,-93.074959,N
217500,3,1.75,1675,5227,1922,92,1,Garage,76,Y,Y,45.015247,-93.23497,N
164900,2,1,1021,5227,1908,106,1,Garage,119,Y,N,44.954918,-93.220749,N
139900,3,1,1345,5662,1908,106,2,Garage,15,Y,N,44.954685,-93.254601,N
1995000,4,5,5866,7840,1908,106,4,Garage,137,N,N,44.956608,-93.3032,N
214900,3,1.5,1344,6969,1925,89,2,Garage,34,Y,Y,45.016132,-93.242653,N
189900,3,1.75,1747,6969,1906,108,2,Garage,5,N,Y,44.928936,-93.073929,N
159900,2,1,1082,5227,1946,68,1,Garage,137,Y,N,45.016472,-93.229813,N
77000,5,1,1536,,1914,100,2,Garage,119,Y,N,45.007488,-93.293411,Y
935000,4,3,2630,4356,2013,1,2,Garage,119,N,Y,44.924568,-93.31279,N
159500,3,1.75,1248,4791,1926,88,2,Garage,72,Y,N,44.921539,-93.074249,N
169900,3,1,1580,4791,1955,59,2,Garage,57,N,Y,45.017147,-93.270401,N
848900,5,3.5,3602,6534,2013,1,2,Garage,137,N,N,44.953175,-93.32639,N
229900,3,1.5,1410,5749,1946,68,1,Garage,7,N,Y,44.894096,-93.314636,N
135000,4,2,2992,4356,2004,10,2,Garage,34,N,Y,45.00806,-93.298276,N
139900,4,2.75,1721,4791,1903,111,1,Garage,98,Y,N,44.952663,-93.249527,Y
475000,4,1.75,1925,5227,1924,90,1,Garage,6,N,Y,44.952461,-93.213135,N
159900,3,1,1086,5662,1900,114,1,Garage,5,N,Y,44.951519,-93.226059,Y
63000,2,1,1374,5052,1925,89,2,Garage,96,Y,N,45.015198,-93.316231,N
239900,4,1.75,2216,5227,1923,91,2,Garage,26,N,Y,45.018993,-93.2342,N
794000,4,3,3091,5227,1900,114,2,Garage,33,N,N,44.930225,-93.315216,N
134900,2,1,1082,4791,1903,111,2,Garage,18,N,Y,44.951515,-93.255913,N
19900,2,1,900,5227,1911,103,1,Garage,110,N,Y,45.009125,-93.306595,N
130000,2,1.5,2728,3484,1900,114,1,Garage,137,N,N,44.951389,-93.254654,N
205000,3,0.75,1421,5227,1906,108,1,Garage,137,N,N,44.951328,-93.218201,N
759900,5,3.5,3564,5227,2013,1,2,Garage,41,Y,Y,44.90456,-93.315552,N
100000,3,1,1444,5227,1958,56,1,Garage,1,N,Y,45.009163,-93.298996,N
69900,2,1,1337,4791,1890,124,0,No,70,Y,N,44.956448,-93.111977,N
168700,2,1,984,4791,1925,89,2,Garage,43,Y,N,44.951237,-93.222023,N
875000,5,3,4500,17859,1918,96,5,Garage,77,Y,N,44.951519,-93.210213,N
199900,3,1.5,1549,,1911,103,2,Garage,19,N,N,44.951008,-93.220016,N
145000,3,1,1575,5227,1948,66,4,Garage,40,N,Y,44.997311,-93.317169,N
174900,2,1,814,5227,1925,89,1,Garage,137,Y,Y,44.950649,-93.214378,N
379900,3,2.75,2246,4791,2003,11,2,Garage,64,N,Y,44.932919,-93.166077,N
439900,3,1.5,2118,13068,1957,57,3,Garage,137,Y,N,44.932194,-93.142609,N
51500,3,1,1419,6098,1869,145,2,Garage,51,Y,N,44.939312,-93.112396,N
199990,3,1.75,1266,5662,1925,89,2,Garage,1,N,Y,44.949921,-93.226677,N
99900,3,1,1490,4791,1926,88,1,Garage,100,Y,Y,45.00988,-93.31295,N
104900,2,1,1005,3920,1912,102,1,Garage,2,N,N,45.020714,-93.239929,N
545000,3,1.5,2003,6534,1926,88,2,Garage,104,Y,N,44.949421,-93.325867,N
289000,2,1,1358,2178,1914,100,1,Garage,7,N,N,44.915913,-93.316833,N
58800,4,1,2460,4791,1923,91,2,Garage,64,Y,N,45.00996,-93.302254,N
525000,3,2.25,2920,12196,1932,82,2,Garage,137,Y,N,44.949806,-93.327118,N
165000,5,2.5,2200,6534,1900,114,2,Garage,7,N,N,45.010025,-93.284454,N
57500,3,1,1271,4791,1914,100,2,Garage,15,N,Y,45.01009,-93.309135,N
63000,4,1,1522,4791,1908,106,2,Garage,20,N,N,45.010216,-93.290161,N
284900,3,1.5,1560,5227,1910,104,2,Garage,13,Y,N,44.949318,-93.219467,N
139990,2,1.75,1050,4791,1924,90,2,Garage,137,Y,N,44.923874,-93.098083,N
215000,4,2,1561,5227,1941,73,1,Garage,72,Y,Y,45.02137,-93.231079,N
134900,5,2.5,1819,7405,1889,125,2,Garage,44,N,Y,45.010544,-93.295929,N
99900,3,1,1148,4791,1927,87,1,Garage,13,N,Y,45.010723,-93.301537,N
159900,2,1,944,5227,1932,82,1,Garage,70,Y,N,45.022026,-93.231079,N
125000,4,3,2174,7840,1891,123,2,Garage,137,N,N,45.011108,-93.292686,Y
149900,5,1.75,1791,3920,1888,126,1,Garage,11,N,N,44.960278,-93.112579,N
104900,3,2,1388,5227,1921,93,1,Garage,33,Y,N,45.022533,-93.269981,N
484900,4,2,1961,6098,1900,114,2,Garage,105,Y,N,44.947693,-93.303032,N
159900,3,1.75,1492,5227,1981,33,2,Garage,92,N,N,44.923698,-93.072784,N
229900,5,3.25,3676,4791,1900,114,2,Garage,5,N,Y,44.947643,-93.264793,N
109900,2,1.25,1066,5662,1913,101,3,Garage,119,Y,N,44.947525,-93.223946,N
68000,2,1,996,5227,1914,100,1,Garage,137,N,N,45.012253,-93.30661,Y
89900,2,1.5,1610,5227,1900,114,1,Garage,18,N,N,45.012249,-93.306061,N
94900,3,1,1056,5227,1951,63,0,No,57,Y,N,44.950584,-93.035042,N
124900,2,1,1000,4356,1927,87,1,Garage,19,N,N,45.023315,-93.246414,N
335000,4,2,2257,5662,1927,87,2,Garage,8,N,Y,45.023701,-93.238029,N
259900,3,2.5,1836,9583,1941,73,4,Garage,6,N,N,45.023869,-93.231621,N
160000,2,1,992,6534,1922,92,1,Garage,13,N,N,44.946503,-93.209663,Y
224900,4,1.5,1260,6534,1916,98,2,Garage,65,Y,N,44.946362,-93.212341,N
164500,2,1,860,5227,1909,105,1,Garage,8,N,Y,44.946323,-93.216919,N
124900,2,1,1040,4791,1900,114,1,Garage,137,N,Y,44.946156,-93.263039,N
199000,5,2,2144,4791,1980,34,2,Garage,27,N,Y,45.024487,-93.246925,N
235900,3,1,1344,6534,1925,89,2,Garage,27,N,N,44.946232,-93.209663,N
39959,4,1.5,2480,5227,1909,105,2,Garage,41,Y,N,45.012665,-93.298477,N
25450,3,1.75,1762,3484,1900,114,1,Garage,113,Y,N,45.005005,-93.284035,N
199900,3,1,1221,5227,1925,89,2,Garage,5,N,Y,44.912312,-93.2257,N
219900,3,1.75,1272,4791,1948,66,2,Garage,63,Y,Y,45.025356,-93.227257,N
195000,3,1,1512,5227,1950,64,2,Garage,82,N,N,45.025303,-93.23674,N
169900,3,1,1198,3484,1900,114,2,Garage,57,N,Y,44.945126,-93.253418,N
210000,3,1.5,1465,5662,1913,101,2,Garage,57,N,Y,44.945045,-93.240211,N
215000,3,1.5,1716,,1920,94,2,Garage,57,Y,Y,44.945229,-93.213638,Y
219900,2,1,1003,3484,1939,75,1,Garage,7,N,N,44.945229,-93.208435,N
184900,3,1,1020,10890,2004,10,2,Garage,7,N,N,44.950218,-93.041665,N
389900,5,3.25,2170,5227,1908,106,1,Garage,137,Y,Y,44.94445,-93.28907,N
119000,2,1,1109,,1950,64,1,Garage,29,N,N,45.026104,-93.23748,N
72000,4,1,1812,5662,1908,106,2,Garage,43,N,Y,45.013695,-93.296478,N
164900,3,1,1116,5227,1951,63,1,Garage,57,Y,N,45.02631,-93.236732,N
69900,3,1,1198,4791,1922,92,2,Garage,136,N,N,45.013798,-93.293411,N
895000,4,2.75,2562,11761,1907,107,2,Garage,137,N,Y,44.943996,-93.303368,N
71900,2,1,744,,1916,98,1,Garage,104,Y,N,45.013905,-93.290176,N
174900,2,1,1307,4791,1950,64,2,Garage,43,Y,N,,,N
89900,3,1,1134,5227,1953,61,1,Garage,77,N,Y,45.014034,-93.303551,N
214900,3,2,1344,4356,1916,98,1,Garage,77,Y,Y,44.944164,-93.207932,N
88372,2,1,730,4791,1918,96,1,Garage,39,N,Y,45.014137,-93.312408,N
35000,1,1,768,4791,1913,101,2,Garage,85,N,N,45.014343,-93.306076,N
65000,2,1,986,5227,1926,88,1,Garage,43,Y,N,45.014397,-93.314247,N
149900,3,1,1843,6969,1918,96,3,Garage,98,Y,N,44.943542,-93.228867,Y
169900,2,1,824,4791,1925,89,2,Garage,40,Y,Y,44.943726,-93.214928,N
84900,3,1.5,1756,5227,1930,84,1,Garage,83,Y,N,45.01458,-93.312408,N
48500,1,1,833,5662,1920,94,2,Garage,104,Y,Y,45.014652,-93.291428,N
175000,3,1,997,5227,1922,92,2,Garage,75,Y,Y,45.027542,-93.234184,N
150900,3,2.5,1456,5662,1979,35,2,Garage,64,Y,N,44.94302,-93.269867,Y
64900,3,1,1350,6098,1928,86,1,Garage,137,Y,N,45.015152,-93.302277,Y
139900,3,1,1460,4356,1924,90,1,Garage,137,Y,N,44.942924,-93.224007,Y
174900,4,2.75,1760,4791,1941,73,1,Garage,29,N,N,44.908764,-93.223701,N
104900,3,2,1252,6534,1922,92,4,Garage,33,N,Y,45.015465,-93.292152,N
119900,5,2,1355,6534,1887,127,1,No,77,N,N,44.933987,-93.113647,N
179900,2,1.5,1140,7840,1952,62,2,Garage,36,N,N,45.028439,-93.232262,N
89900,2,1,1094,5227,1923,91,1,Garage,8,N,Y,45.015713,-93.299019,N
149900,3,2,2006,5227,1912,102,2,Garage,97,N,Y,45.015743,-93.304092,N
96900,4,1.75,1679,5227,1947,67,3,Garage,92,Y,Y,45.015839,-93.311691,N
89900,2,1,1187,5227,1895,119,1,Garage,1,N,Y,45.015793,-93.289635,N
339000,3,1,1680,5227,1900,114,2,Garage,137,Y,N,44.942142,-93.301247,N
125000,2,1,1372,5227,1924,90,2,Garage,137,Y,N,45.015953,-93.314247,N
109900,3,2,1632,5662,1930,84,2,Garage,52,Y,N,45.01606,-93.299019,N
75000,3,1,1132,7405,1913,101,2,Garage,13,N,N,45.01614,-93.286057,N
69500,2,1,1564,,1948,66,2,Garage,1,N,N,45.016319,-93.304092,N
749000,5,3.25,2879,4791,1910,104,2,Garage,4,N,Y,44.941494,-93.299973,N
99900,3,1.25,1442,5662,1917,97,1,Garage,20,N,N,45.01643,-93.290901,N
122000,3,1,1346,5662,1933,81,5,Garage,137,Y,N,45.016613,-93.297745,Y
224900,4,2,1915,10454,1946,68,3,Garage,57,N,N,45.029263,-93.239311,N
158900,3,1.75,2300,5227,1965,49,2,Garage,96,Y,N,45.029285,-93.245148,N
389900,4,2.25,2018,6098,1995,19,2,Garage,18,N,N,44.931324,-93.164841,N
2990000,4,4,6293,34848,1925,89,7,Garage,137,Y,N,44.935539,-93.126999,N
99900,3,1,1134,5662,1902,112,2,Garage,137,Y,N,44.941032,-93.231148,N
399900,3,3,2888,3920,1906,108,1,Garage,71,Y,N,44.959381,-93.222046,N
299900,3,1.5,1402,5227,1904,110,3,Garage,113,N,Y,44.940964,-93.287231,N
76900,2,1,1125,6098,1900,114,1,Garage,29,N,N,44.94091,-93.246986,N
79900,4,1,1280,4791,1909,105,2,Garage,3,N,Y,45.017178,-93.302811,N
234900,3,1.75,1841,6534,1961,53,1,Garage,119,Y,Y,45.029888,-93.230478,N
57900,2,1,550,5662,1925,89,1,Garage,119,Y,Y,45.017239,-93.309891,N
205000,3,2.25,1651,5662,2013,1,2,Garage,137,Y,N,44.940784,-93.264191,N
80000,3,1,1240,4791,1926,88,2,Garage,137,Y,Y,45.017391,-93.302818,N
84900,3,1,1234,5227,1925,89,1,Garage,110,N,N,45.017368,-93.299736,N
79900,3,1.75,1325,4791,1921,93,2,Garage,63,Y,N,45.017628,-93.306084,N
124900,3,1.75,1254,5227,1893,121,1,Garage,119,Y,N,45.0177,-93.30027,N
135000,2,0.75,750,4791,1912,102,1,Garage,137,Y,Y,44.940208,-93.215668,N
184900,4,2,1594,4791,1906,108,0,No,51,N,Y,44.940292,-93.260941,N
94900,4,1.75,1326,5227,1924,90,1,Garage,48,N,Y,45.017899,-93.313705,N
239900,3,1.75,1736,8276,1950,64,2,Garage,50,N,Y,45.030777,-93.227814,N
175000,3,2.25,1828,5662,1910,104,2,Garage,63,N,N,44.939941,-93.249504,N
64900,5,1,1320,5662,1912,102,2,Garage,96,Y,Y,45.017998,-93.293961,N
119900,2,1,786,4791,1940,74,2,Garage,16,N,Y,45.018089,-93.311165,N
128900,3,1.75,1200,5227,1926,88,3,Garage,68,N,Y,45.018135,-93.300262,N
159786,3,1.75,1480,5227,1912,102,1,Garage,15,N,Y,44.9398,-93.273132,N
239900,2,1,1037,6969,1909,105,2,Garage,68,N,N,44.939865,-93.281868,N
149000,2,1,752,6098,1915,99,2,Garage,89,N,Y,44.9398,-93.225296,N
109900,3,1.75,1358,,1923,91,2,Garage,49,N,Y,45.018265,-93.305359,N
145000,4,1.75,1921,4791,1909,105,1,Garage,86,N,Y,45.018284,-93.307899,N
79900,3,1.75,1793,5227,1939,75,1,Garage,13,N,N,45.018524,-93.311722,N
239900,4,1,1900,9583,1952,62,2,Garage,18,N,Y,45.031948,-93.231999,N
74900,2,1.25,1123,4791,1889,125,2,Garage,137,Y,N,44.929062,-93.083443,N
349900,3,2,1578,4791,1915,99,3,Garage,19,N,Y,44.930984,-93.165375,N
77900,3,1.75,1298,5227,1914,100,2,Garage,82,Y,N,45.018749,-93.302811,N
154900,3,1,1378,6534,1903,111,1,Garage,75,Y,N,44.939388,-93.245712,N
92500,4,1.75,1924,4791,1923,91,3,Garage,119,Y,Y,45.018646,-93.288391,N
1250000,4,3,4570,10890,1929,85,2,Garage,137,Y,N,44.939522,-93.321236,N
79900,4,1.5,1292,4356,1922,92,1,Garage,26,N,Y,45.018829,-93.297211,N
224900,3,2,2110,5662,1900,114,2,Garage,44,N,N,44.939159,-93.276253,N
162900,2,1,868,5227,1916,98,1,Garage,98,Y,N,44.939323,-93.211105,N
225000,3,2,1344,7840,1903,111,4,Garage,137,Y,N,44.939156,-93.214928,N
54900,3,1.5,1207,5662,1917,97,2,Garage,40,N,N,45.018921,-93.28965,N
195000,3,1,1345,4791,1929,85,1,Garage,13,N,N,44.939049,-93.217491,N
69900,3,1,1128,5227,1914,100,1,Garage,2,N,N,45.019058,-93.299728,N
109900,3,1,1072,5227,1926,88,0,No,82,Y,Y,45.019337,-93.309189,N
1895000,4,3.75,6330,17424,2011,3,3,Garage,137,N,Y,44.957077,-93.328606,N
150000,2,1.75,1961,5662,1937,77,2,Garage,33,N,N,45.01936,-93.318047,Y
171900,2,1,1004,6098,1951,63,3,Garage,77,Y,Y,45.031955,-93.230482,Y
194900,3,1,1836,5227,1913,101,2,Garage,4,N,Y,44.93874,-93.234291,N
84900,3,1,1604,4791,1915,99,1,Garage,137,Y,Y,45.01939,-93.300995,N
113900,4,2,1660,4791,1884,130,2,Garage,4,N,Y,44.973076,-93.085403,N
274900,2,1.75,930,4791,1948,66,1,Garage,57,N,N,44.951183,-93.324776,N
65000,2,1,1200,5662,1916,98,1,Garage,65,Y,N,45.019672,-93.290916,N
189900,3,1.25,1549,,1949,65,2,Garage,68,Y,N,45.032471,-93.243111,N
223900,4,2,1904,6098,1910,104,2,Garage,6,N,N,44.938416,-93.227539,N
302000,3,1.75,1804,5227,1916,98,1,Garage,102,Y,Y,44.938213,-93.285248,N
224900,4,1.75,1852,6098,1956,58,2,Garage,77,N,Y,45.03281,-93.241837,N
179900,3,1.75,1914,6098,1925,89,2,Garage,75,Y,Y,45.020073,-93.316246,N
69900,2,1.5,1264,5227,1926,88,1,Garage,137,Y,N,45.019947,-93.302811,N
419000,3,2,1495,5662,1954,60,2,Garage,20,Y,Y,44.937969,-93.299271,N
215900,4,1.75,2384,6534,1985,29,2,Garage,40,N,Y,45.032902,-93.229851,N
90000,3,1,1847,5227,1941,73,2,Garage,82,Y,N,45.020077,-93.305367,Y
32500,2,2,858,6534,1913,101,2,Garage,77,Y,N,45.019955,-93.285408,N
64000,3,1,1794,,1947,67,2,Garage,54,Y,N,45.020084,-93.306099,N
205000,4,1.75,1796,23958,1956,58,1,Garage,43,Y,N,45.033161,-93.2575,N
109000,1,1,1122,5227,1920,94,2,Garage,41,N,N,44.938129,-93.211113,N
87900,2,1,1150,7840,1900,114,1,Garage,12,N,Y,44.937962,-93.269806,N
129900,3,2,1540,8276,1924,90,2,Garage,12,N,N,45.020283,-93.309898,N
164900,3,1.75,1430,5227,1926,88,2,Garage,89,Y,Y,45.032928,-93.240562,N
134900,3,1.75,1662,4356,1976,38,2,Garage,12,N,N,45.020332,-93.313705,N
143900,2,1,1152,6534,1950,64,1,Garage,86,Y,N,45.033108,-93.243843,N
449000,3,3.5,2588,5662,1999,15,4,Garage,137,N,N,44.941654,-93.115059,N
279900,4,1.5,2568,3049,1907,107,0,No,106,Y,Y,44.952145,-93.187653,N
199900,3,1,1092,3484,1917,97,0,No,92,Y,N,44.937473,-93.286636,N
229000,4,1.75,1435,5227,1909,105,2,Garage,119,N,N,44.912755,-93.219996,N
189900,3,1.75,1806,4791,1957,57,1,Garage,15,N,Y,44.937416,-93.248268,N
184900,2,1,850,5227,1925,89,2,Garage,48,N,N,44.937428,-93.220047,N
234900,4,1.75,1612,6098,1966,48,2,Garage,39,N,N,45.033901,-93.228569,Y
129900,2,1,1004,6534,1981,33,2,Garage,117,Y,N,45.034046,-93.227318,N
79900,3,1,1279,4791,1916,98,1,Garage,137,Y,Y,45.020844,-93.297195,N
129900,3,2.25,2302,5227,1906,108,4,Garage,137,Y,N,44.937149,-93.262909,Y
34900,2,1,907,3571,1909,105,0,No,72,Y,N,44.97076,-93.085213,N
269900,3,1,1469,5662,1929,85,1,Garage,7,N,N,44.937168,-93.210571,N
229900,4,3,2312,4356,1914,100,1,Garage,77,N,Y,44.93697,-93.267166,N
75000,2,1,640,4791,1956,58,1,Garage,27,N,N,44.924202,-93.070099,N
134900,3,1,1295,5227,1928,86,1,Garage,15,N,Y,45.021439,-93.311188,N
145000,3,1.5,1592,,1927,87,2,Garage,119,Y,N,45.021412,-93.297729,N
139900,3,1,1380,5662,1945,69,1,Garage,30,N,N,45.021553,-93.315544,N
149900,3,1,1292,5227,1942,72,2,Garage,97,Y,N,45.034411,-93.264902,N
130000,3,1,1330,5227,1939,75,2,Garage,22,N,N,45.021553,-93.309914,N
112500,3,1,1525,5227,1885,129,2,Garage,19,Y,Y,45.021675,-93.312996,N
89900,3,1,1036,4791,1908,106,2,Garage,105,N,Y,45.021603,-93.296486,N
169900,4,1.5,1470,5227,1958,56,1,Garage,119,N,N,45.034935,-93.267296,N
159900,2,1.75,1095,5662,1920,94,2,Garage,22,Y,Y,44.936272,-93.220039,Y
78000,3,1.5,1580,6098,1915,99,1,Garage,137,Y,Y,45.021851,-93.306099,N
50000,3,2,1080,4791,1898,116,2,Garage,119,N,Y,44.923306,-93.070122,N
59900,4,1.5,1922,3484,1900,114,0,No,34,Y,N,44.957249,-93.070892,N
189900,4,1.5,1344,8276,1905,109,2,Garage,19,N,N,44.935703,-93.225563,N
135900,3,1.5,1420,8712,1910,104,2,Garage,9,N,N,44.935768,-93.265465,N
596370,4,3.25,2681,3920,2012,2,2,Garage,137,N,N,44.917683,-93.218826,N
139900,1,1.5,830,,1916,98,1,Garage,119,Y,N,44.935509,-93.222023,N
150000,4,1,1842,4791,1910,104,2,Garage,119,N,Y,44.973083,-93.084801,N
949900,4,3.5,3625,6098,1979,35,2,Garage,96,N,N,44.934601,-93.316811,N
58000,3,1,1119,4791,1923,91,2,Garage,70,Y,N,45.022694,-93.303574,N
119900,3,1.5,1504,3484,1884,130,0,No,112,N,N,44.972641,-93.08474,N
99900,1,1,764,6098,1916,98,1,Garage,71,Y,N,44.935104,-93.257057,N
824110,4,3,3298,7840,2014,0,2,Garage,15,N,Y,44.932201,-93.327393,N
189900,3,1.5,1392,,1916,98,1,Garage,119,Y,Y,44.935104,-93.26664,N
94900,3,1,1080,7840,1950,64,1,Garage,44,N,Y,45.023079,-93.286095,N
154900,4,1.75,2190,5227,1931,83,2,Garage,70,Y,N,45.023071,-93.312492,N
78000,2,1,966,5227,1920,94,1,Garage,86,N,Y,45.023071,-93.313766,N
189995,2,1,1256,4791,1918,96,2,Garage,65,N,N,44.934826,-93.259064,N
479000,4,1.75,2277,4791,1940,74,2,Garage,100,Y,N,44.934689,-93.206757,N
1789411,3,2.75,2855,3920,2013,1,2,Garage,6,N,Y,44.934776,-93.31562,N
69000,2,1,1060,5227,1925,89,2,Garage,134,N,N,45.023945,-93.314339,Y
1695000,4,4,5581,15245,1929,85,3,Garage,33,N,Y,44.934788,-93.314468,N
182900,2,1.75,2258,5662,1925,89,1,Garage,8,N,N,44.934128,-93.211838,N
