,ListPrice,BEDS,BATHS,SQFT,LotSize,YearBuilt,Age,ParkingSpots,HasGarage,DOM,BeenReduced,SoldPrev,ShortSale
404,205000,3,0.75,1421,5227.0,1906,108,1,1,137,0,0,0
405,759900,5,3.5,3564,5227.0,2013,1,2,1,41,1,1,0
406,100000,3,1.0,1444,5227.0,1958,56,1,1,1,0,1,0
407,69900,2,1.0,1337,4791.0,1890,124,0,0,70,1,0,0
408,168700,2,1.0,984,4791.0,1925,89,2,1,43,1,0,0
409,875000,5,3.0,4500,17859.0,1918,96,5,1,77,1,0,0
411,145000,3,1.0,1575,5227.0,1948,66,4,1,40,0,1,0
412,174900,2,1.0,814,5227.0,1925,89,1,1,137,1,1,0
413,379900,3,2.75,2246,4791.0,2003,11,2,1,64,0,1,0
414,439900,3,1.5,2118,13068.0,1957,57,3,1,137,1,0,0
415,51500,3,1.0,1419,6098.0,1869,145,2,1,51,1,0,0
416,199990,3,1.75,1266,5662.0,1925,89,2,1,1,0,1,0
417,99900,3,1.0,1490,4791.0,1926,88,1,1,100,1,1,0
418,104900,2,1.0,1005,3920.0,1912,102,1,1,2,0,0,0
419,545000,3,1.5,2003,6534.0,1926,88,2,1,104,1,0,0
420,289000,2,1.0,1358,2178.0,1914,100,1,1,7,0,0,0
421,58800,4,1.0,2460,4791.0,1923,91,2,1,64,1,0,0
422,525000,3,2.25,2920,12196.0,1932,82,2,1,137,1,0,0
423,165000,5,2.5,2200,6534.0,1900,114,2,1,7,0,0,0
424,57500,3,1.0,1271,4791.0,1914,100,2,1,15,0,1,0
425,63000,4,1.0,1522,4791.0,1908,106,2,1,20,0,0,0
426,284900,3,1.5,1560,5227.0,1910,104,2,1,13,1,0,0
427,139990,2,1.75,1050,4791.0,1924,90,2,1,137,1,0,0
428,215000,4,2.0,1561,5227.0,1941,73,1,1,72,1,1,0
429,134900,5,2.5,1819,7405.0,1889,125,2,1,44,0,1,0
430,99900,3,1.0,1148,4791.0,1927,87,1,1,13,0,1,0
431,159900,2,1.0,944,5227.0,1932,82,1,1,70,1,0,0
432,125000,4,3.0,2174,7840.0,1891,123,2,1,137,0,0,1
433,149900,5,1.75,1791,3920.0,1888,126,1,1,11,0,0,0
434,104900,3,2.0,1388,5227.0,1921,93,1,1,33,1,0,0
435,484900,4,2.0,1961,6098.0,1900,114,2,1,105,1,0,0
436,159900,3,1.75,1492,5227.0,1981,33,2,1,92,0,0,0
437,229900,5,3.25,3676,4791.0,1900,114,2,1,5,0,1,0
438,109900,2,1.25,1066,5662.0,1913,101,3,1,119,1,0,0
439,68000,2,1.0,996,5227.0,1914,100,1,1,137,0,0,1
440,89900,2,1.5,1610,5227.0,1900,114,1,1,18,0,0,0
441,94900,3,1.0,1056,5227.0,1951,63,0,0,57,1,0,0
442,124900,2,1.0,1000,4356.0,1927,87,1,1,19,0,0,0
443,335000,4,2.0,2257,5662.0,1927,87,2,1,8,0,1,0
444,259900,3,2.5,1836,9583.0,1941,73,4,1,6,0,0,0
445,160000,2,1.0,992,6534.0,1922,92,1,1,13,0,0,1
446,224900,4,1.5,1260,6534.0,1916,98,2,1,65,1,0,0
447,164500,2,1.0,860,5227.0,1909,105,1,1,8,0,1,0
448,124900,2,1.0,1040,4791.0,1900,114,1,1,137,0,1,0
449,199000,5,2.0,2144,4791.0,1980,34,2,1,27,0,1,0
450,235900,3,1.0,1344,6534.0,1925,89,2,1,27,0,0,0
451,39959,4,1.5,2480,5227.0,1909,105,2,1,41,1,0,0
452,25450,3,1.75,1762,3484.0,1900,114,1,1,113,1,0,0
453,199900,3,1.0,1221,5227.0,1925,89,2,1,5,0,1,0
454,219900,3,1.75,1272,4791.0,1948,66,2,1,63,1,1,0
455,195000,3,1.0,1512,5227.0,1950,64,2,1,82,0,0,0
456,169900,3,1.0,1198,3484.0,1900,114,2,1,57,0,1,0
457,210000,3,1.5,1465,5662.0,1913,101,2,1,57,0,1,0
459,219900,2,1.0,1003,3484.0,1939,75,1,1,7,0,0,0
460,184900,3,1.0,1020,10890.0,2004,10,2,1,7,0,0,0
461,389900,5,3.25,2170,5227.0,1908,106,1,1,137,1,1,0
463,72000,4,1.0,1812,5662.0,1908,106,2,1,43,0,1,0
464,164900,3,1.0,1116,5227.0,1951,63,1,1,57,1,0,0
465,69900,3,1.0,1198,4791.0,1922,92,2,1,136,0,0,0
466,895000,4,2.75,2562,11761.0,1907,107,2,1,137,0,1,0
468,174900,2,1.0,1307,4791.0,1950,64,2,1,43,1,0,0
469,89900,3,1.0,1134,5227.0,1953,61,1,1,77,0,1,0
470,214900,3,2.0,1344,4356.0,1916,98,1,1,77,1,1,0
471,88372,2,1.0,730,4791.0,1918,96,1,1,39,0,1,0
472,35000,1,1.0,768,4791.0,1913,101,2,1,85,0,0,0
473,65000,2,1.0,986,5227.0,1926,88,1,1,43,1,0,0
474,149900,3,1.0,1843,6969.0,1918,96,3,1,98,1,0,1
475,169900,2,1.0,824,4791.0,1925,89,2,1,40,1,1,0
476,84900,3,1.5,1756,5227.0,1930,84,1,1,83,1,0,0
477,48500,1,1.0,833,5662.0,1920,94,2,1,104,1,1,0
478,175000,3,1.0,997,5227.0,1922,92,2,1,75,1,1,0
479,150900,3,2.5,1456,5662.0,1979,35,2,1,64,1,0,1
480,64900,3,1.0,1350,6098.0,1928,86,1,1,137,1,0,1
481,139900,3,1.0,1460,4356.0,1924,90,1,1,137,1,0,1
482,174900,4,2.75,1760,4791.0,1941,73,1,1,29,0,0,0
483,104900,3,2.0,1252,6534.0,1922,92,4,1,33,0,1,0
484,119900,5,2.0,1355,6534.0,1887,127,1,0,77,0,0,0
485,179900,2,1.5,1140,7840.0,1952,62,2,1,36,0,0,0
486,89900,2,1.0,1094,5227.0,1923,91,1,1,8,0,1,0
487,149900,3,2.0,2006,5227.0,1912,102,2,1,97,0,1,0
488,96900,4,1.75,1679,5227.0,1947,67,3,1,92,1,1,0
489,89900,2,1.0,1187,5227.0,1895,119,1,1,1,0,1,0
490,339000,3,1.0,1680,5227.0,1900,114,2,1,137,1,0,0
491,125000,2,1.0,1372,5227.0,1924,90,2,1,137,1,0,0
492,109900,3,2.0,1632,5662.0,1930,84,2,1,52,1,0,0
493,75000,3,1.0,1132,7405.0,1913,101,2,1,13,0,0,0
495,749000,5,3.25,2879,4791.0,1910,104,2,1,4,0,1,0
496,99900,3,1.25,1442,5662.0,1917,97,1,1,20,0,0,0
497,122000,3,1.0,1346,5662.0,1933,81,5,1,137,1,0,1
498,224900,4,2.0,1915,10454.0,1946,68,3,1,57,0,0,0
499,158900,3,1.75,2300,5227.0,1965,49,2,1,96,1,0,0
500,389900,4,2.25,2018,6098.0,1995,19,2,1,18,0,0,0
501,2990000,4,4.0,6293,34848.0,1925,89,7,1,137,1,0,0
502,99900,3,1.0,1134,5662.0,1902,112,2,1,137,1,0,0
503,399900,3,3.0,2888,3920.0,1906,108,1,1,71,1,0,0
504,299900,3,1.5,1402,5227.0,1904,110,3,1,113,0,1,0
505,76900,2,1.0,1125,6098.0,1900,114,1,1,29,0,0,0
506,79900,4,1.0,1280,4791.0,1909,105,2,1,3,0,1,0
507,234900,3,1.75,1841,6534.0,1961,53,1,1,119,1,1,0
508,57900,2,1.0,550,5662.0,1925,89,1,1,119,1,1,0
509,205000,3,2.25,1651,5662.0,2013,1,2,1,137,1,0,0
510,80000,3,1.0,1240,4791.0,1926,88,2,1,137,1,1,0
511,84900,3,1.0,1234,5227.0,1925,89,1,1,110,0,0,0
512,79900,3,1.75,1325,4791.0,1921,93,2,1,63,1,0,0
513,124900,3,1.75,1254,5227.0,1893,121,1,1,119,1,0,0
514,135000,2,0.75,750,4791.0,1912,102,1,1,137,1,1,0
515,184900,4,2.0,1594,4791.0,1906,108,0,0,51,0,1,0
516,94900,4,1.75,1326,5227.0,1924,90,1,1,48,0,1,0
517,239900,3,1.75,1736,8276.0,1950,64,2,1,50,0,1,0
518,175000,3,2.25,1828,5662.0,1910,104,2,1,63,0,0,0
519,64900,5,1.0,1320,5662.0,1912,102,2,1,96,1,1,0
520,119900,2,1.0,786,4791.0,1940,74,2,1,16,0,1,0
521,128900,3,1.75,1200,5227.0,1926,88,3,1,68,0,1,0
522,159786,3,1.75,1480,5227.0,1912,102,1,1,15,0,1,0
523,239900,2,1.0,1037,6969.0,1909,105,2,1,68,0,0,0
524,149000,2,1.0,752,6098.0,1915,99,2,1,89,0,1,0
526,145000,4,1.75,1921,4791.0,1909,105,1,1,86,0,1,0
527,79900,3,1.75,1793,5227.0,1939,75,1,1,13,0,0,0
528,239900,4,1.0,1900,9583.0,1952,62,2,1,18,0,1,0
529,74900,2,1.25,1123,4791.0,1889,125,2,1,137,1,0,0
530,349900,3,2.0,1578,4791.0,1915,99,3,1,19,0,1,0
531,77900,3,1.75,1298,5227.0,1914,100,2,1,82,1,0,0
532,154900,3,1.0,1378,6534.0,1903,111,1,1,75,1,0,0
533,92500,4,1.75,1924,4791.0,1923,91,3,1,119,1,1,0
534,1250000,4,3.0,4570,10890.0,1929,85,2,1,137,1,0,0
535,79900,4,1.5,1292,4356.0,1922,92,1,1,26,0,1,0
536,224900,3,2.0,2110,5662.0,1900,114,2,1,44,0,0,0
537,162900,2,1.0,868,5227.0,1916,98,1,1,98,1,0,0
538,225000,3,2.0,1344,7840.0,1903,111,4,1,137,1,0,0
539,54900,3,1.5,1207,5662.0,1917,97,2,1,40,0,0,0
540,195000,3,1.0,1345,4791.0,1929,85,1,1,13,0,0,0
541,69900,3,1.0,1128,5227.0,1914,100,1,1,2,0,0,0
542,109900,3,1.0,1072,5227.0,1926,88,0,0,82,1,1,0
543,1895000,4,3.75,6330,17424.0,2011,3,3,1,137,0,1,0
544,150000,2,1.75,1961,5662.0,1937,77,2,1,33,0,0,1
545,171900,2,1.0,1004,6098.0,1951,63,3,1,77,1,1,1
546,194900,3,1.0,1836,5227.0,1913,101,2,1,4,0,1,0
547,84900,3,1.0,1604,4791.0,1915,99,1,1,137,1,1,0
548,113900,4,2.0,1660,4791.0,1884,130,2,1,4,0,1,0
549,274900,2,1.75,930,4791.0,1948,66,1,1,57,0,0,0
550,65000,2,1.0,1200,5662.0,1916,98,1,1,65,1,0,0
552,223900,4,2.0,1904,6098.0,1910,104,2,1,6,0,0,0
553,302000,3,1.75,1804,5227.0,1916,98,1,1,102,1,1,0
554,224900,4,1.75,1852,6098.0,1956,58,2,1,77,0,1,0
555,179900,3,1.75,1914,6098.0,1925,89,2,1,75,1,1,0
556,69900,2,1.5,1264,5227.0,1926,88,1,1,137,1,0,0
557,419000,3,2.0,1495,5662.0,1954,60,2,1,20,1,1,0
558,215900,4,1.75,2384,6534.0,1985,29,2,1,40,0,1,0
559,90000,3,1.0,1847,5227.0,1941,73,2,1,82,1,0,1
560,32500,2,2.0,858,6534.0,1913,101,2,1,77,1,0,0
562,205000,4,1.75,1796,23958.0,1956,58,1,1,43,1,0,0
563,109000,1,1.0,1122,5227.0,1920,94,2,1,41,0,0,0
564,87900,2,1.0,1150,7840.0,1900,114,1,1,12,0,1,0
565,129900,3,2.0,1540,8276.0,1924,90,2,1,12,0,0,0
566,164900,3,1.75,1430,5227.0,1926,88,2,1,89,1,1,0
567,134900,3,1.75,1662,4356.0,1976,38,2,1,12,0,0,0
568,143900,2,1.0,1152,6534.0,1950,64,1,1,86,1,0,0
569,449000,3,3.5,2588,5662.0,1999,15,4,1,137,0,0,0
570,279900,4,1.5,2568,3049.0,1907,107,0,0,106,1,1,0
571,199900,3,1.0,1092,3484.0,1917,97,0,0,92,1,0,0
572,229000,4,1.75,1435,5227.0,1909,105,2,1,119,0,0,0
573,189900,3,1.75,1806,4791.0,1957,57,1,1,15,0,1,0
574,184900,2,1.0,850,5227.0,1925,89,2,1,48,0,0,0
575,234900,4,1.75,1612,6098.0,1966,48,2,1,39,0,0,1
576,129900,2,1.0,1004,6534.0,1981,33,2,1,117,1,0,0
577,79900,3,1.0,1279,4791.0,1916,98,1,1,137,1,1,0
578,129900,3,2.25,2302,5227.0,1906,108,4,1,137,1,0,1
579,34900,2,1.0,907,3571.0,1909,105,0,0,72,1,0,0
580,269900,3,1.0,1469,5662.0,1929,85,1,1,7,0,0,0
581,229900,4,3.0,2312,4356.0,1914,100,1,1,77,0,1,0
582,75000,2,1.0,640,4791.0,1956,58,1,1,27,0,0,0
583,134900,3,1.0,1295,5227.0,1928,86,1,1,15,0,1,0
585,139900,3,1.0,1380,5662.0,1945,69,1,1,30,0,0,0
586,149900,3,1.0,1292,5227.0,1942,72,2,1,97,1,0,0
587,130000,3,1.0,1330,5227.0,1939,75,2,1,22,0,0,0
588,112500,3,1.0,1525,5227.0,1885,129,2,1,19,1,1,0
589,89900,3,1.0,1036,4791.0,1908,106,2,1,105,0,1,0
590,169900,4,1.5,1470,5227.0,1958,56,1,1,119,0,0,0
591,159900,2,1.75,1095,5662.0,1920,94,2,1,22,1,1,1
592,78000,3,1.5,1580,6098.0,1915,99,1,1,137,1,1,0
593,50000,3,2.0,1080,4791.0,1898,116,2,1,119,0,1,0
594,59900,4,1.5,1922,3484.0,1900,114,0,0,34,1,0,0
595,189900,4,1.5,1344,8276.0,1905,109,2,1,19,0,0,0
596,135900,3,1.5,1420,8712.0,1910,104,2,1,9,0,0,0
597,596370,4,3.25,2681,3920.0,2012,2,2,1,137,0,0,0
599,150000,4,1.0,1842,4791.0,1910,104,2,1,119,0,1,0
600,949900,4,3.5,3625,6098.0,1979,35,2,1,96,0,0,0
601,58000,3,1.0,1119,4791.0,1923,91,2,1,70,1,0,0
602,119900,3,1.5,1504,3484.0,1884,130,0,0,112,0,0,0
603,99900,1,1.0,764,6098.0,1916,98,1,1,71,1,0,0
604,824110,4,3.0,3298,7840.0,2014,0,2,1,15,0,1,0
606,94900,3,1.0,1080,7840.0,1950,64,1,1,44,0,1,0
607,154900,4,1.75,2190,5227.0,1931,83,2,1,70,1,0,0
608,78000,2,1.0,966,5227.0,1920,94,1,1,86,0,1,0
609,189995,2,1.0,1256,4791.0,1918,96,2,1,65,0,0,0
610,479000,4,1.75,2277,4791.0,1940,74,2,1,100,1,0,0
611,1789411,3,2.75,2855,3920.0,2013,1,2,1,6,0,1,0
612,69000,2,1.0,1060,5227.0,1925,89,2,1,134,0,0,1
613,1695000,4,4.0,5581,15245.0,1929,85,3,1,33,0,1,0
614,182900,2,1.75,2258,5662.0,1925,89,1,1,8,0,0,0
617,164500,2,1.0,899,5227.0,1900,114,2,1,5,0,1,0
618,189900,4,3.0,1768,3920.0,1909,105,2,1,90,0,1,0
619,189900,3,1.0,1682,5227.0,1929,85,2,1,95,1,0,1
620,140000,2,1.5,1366,5227.0,1921,93,2,1,77,0,0,0
621,95000,2,1.0,1396,5662.0,1907,107,2,1,76,1,0,0
622,108000,2,1.0,1289,4791.0,1915,99,2,1,16,0,0,0
623,229900,3,1.75,2095,6098.0,1914,100,1,1,2,0,0,0
624,159777,3,1.0,1144,5227.0,1918,96,1,1,137,1,1,0
625,48900,3,1.75,1618,4791.0,1952,62,2,1,8,0,0,0
626,841100,4,3.25,2894,5662.0,2014,0,2,1,12,0,0,0
627,665000,4,1.75,2628,10454.0,1954,60,2,1,67,0,0,0
628,44900,2,1.75,1728,4791.0,1924,90,2,1,71,1,0,0
629,93408,2,0.75,672,5227.0,1922,92,1,1,72,1,1,0
630,114900,1,1.0,632,5227.0,1917,97,1,1,63,0,0,0
631,89900,3,1.5,1812,5227.0,1916,98,2,1,57,0,0,0
632,137900,2,1.75,1776,4791.0,1905,109,1,1,13,0,1,0
633,379900,3,1.75,2100,5227.0,1910,104,2,1,57,1,0,0
634,114900,2,1.0,960,5662.0,1911,103,2,1,26,0,0,0
635,79900,3,1.0,1404,4791.0,1919,95,1,1,82,1,0,0
636,99900,2,1.0,1000,5227.0,1910,104,2,1,137,0,0,0
637,950000,4,4.0,4141,7840.0,1955,59,2,1,49,0,1,0
638,169900,2,1.0,1065,4791.0,1925,89,2,1,77,0,0,0
639,329900,4,1.0,1654,5227.0,1910,104,2,1,2,0,0,0
640,249900,3,2.0,1909,4791.0,1925,89,1,1,44,0,1,0
641,249900,4,1.75,2456,5227.0,1911,103,3,0,57,1,1,0
642,76000,3,1.0,1200,5227.0,1939,75,1,1,114,1,0,1
643,1295000,4,4.75,4056,8712.0,1927,87,3,1,82,0,0,0
644,169900,3,2.0,1930,4791.0,1914,100,2,0,20,0,1,0
645,106900,2,1.0,1237,4791.0,1919,95,0,0,41,1,0,0
646,89900,3,1.0,1010,5662.0,1917,97,2,1,134,1,0,0
647,193000,3,1.0,1407,5227.0,1977,37,4,1,137,1,0,0
648,849900,4,3.25,3689,5227.0,2014,0,2,1,13,0,0,0
649,1250000,5,4.0,4846,7840.0,2013,1,2,1,12,0,0,0
650,89900,3,1.5,784,6098.0,1914,100,1,1,44,1,0,0
651,849900,4,3.25,3689,5227.0,2014,0,2,1,13,0,1,0
652,139900,2,1.25,1272,4791.0,1913,101,2,1,18,0,0,0
653,80000,3,1.0,1295,4791.0,1917,97,2,1,77,0,0,0
654,1050000,5,3.25,3612,5227.0,2014,0,2,1,86,0,1,0
655,89900,2,1.0,1233,5227.0,1924,90,1,1,75,0,1,0
656,999000,5,3.25,3517,4791.0,2013,1,2,1,13,0,1,0
658,899900,5,3.25,3467,4791.0,2013,1,2,1,137,0,1,0
659,99900,3,0.75,1008,5227.0,1924,90,1,1,137,1,0,1
661,120000,3,1.0,1450,4791.0,1922,92,1,1,137,1,0,0
662,169900,2,1.0,932,4791.0,1915,99,1,1,103,0,0,0
663,135000,2,1.75,1320,5227.0,1923,91,1,1,48,1,0,0
665,224900,2,1.0,1250,4356.0,1915,99,3,1,19,0,0,0
667,195000,3,1.75,1996,7840.0,1967,47,2,1,8,0,1,0
668,115000,4,1.5,1769,6969.0,1994,20,1,1,137,0,0,0
669,129900,2,1.0,690,5227.0,1915,99,1,1,41,0,0,0
670,185000,3,1.75,1868,5227.0,1912,102,1,1,103,1,1,1
671,1199900,5,3.5,4434,6534.0,2014,0,3,1,12,0,1,0
672,199900,3,1.0,1168,5227.0,1920,94,2,1,1,0,0,0
673,875000,5,3.5,3303,5662.0,2005,9,3,1,63,0,0,0
674,119900,4,2.0,1400,5662.0,2007,7,2,1,50,1,0,0
675,179900,3,1.5,1258,5227.0,1902,112,1,1,111,1,1,0
676,167500,3,1.75,1072,4791.0,1926,88,2,1,57,1,1,0
677,139900,2,1.0,952,4791.0,1915,99,2,1,107,1,1,1
678,124900,3,1.0,1176,5227.0,1926,88,4,1,30,0,0,0
679,205900,2,1.0,1400,4791.0,1942,72,1,1,137,0,0,0
680,425000,5,3.5,3456,5227.0,2013,1,2,1,97,0,0,0
681,187500,3,1.5,1620,3484.0,1964,50,1,1,20,0,0,0
683,205000,5,2.25,1852,9147.0,1965,49,2,1,105,1,0,0
684,125000,4,1.5,1320,3920.0,1900,114,1,1,137,1,0,0
685,230000,2,1.0,1453,6098.0,1936,78,2,1,14,0,0,0
686,179900,3,1.0,1203,6098.0,1927,87,2,1,119,1,1,0
688,184900,2,2.0,1420,5227.0,1911,103,2,1,74,1,0,0
689,159900,3,1.75,1505,5227.0,1924,90,3,1,5,0,1,0
690,2100000,4,4.0,4514,12196.0,2013,1,4,1,15,0,1,0
691,179900,2,1.5,1220,7405.0,1909,105,1,1,6,0,0,0
692,139900,2,0.75,833,5227.0,1912,102,1,1,13,0,0,0
693,164900,3,1.5,1676,4791.0,1950,64,2,1,136,1,1,0
694,159900,1,1.0,750,4791.0,1909,105,1,1,20,0,0,0
695,147567,3,1.0,1344,7840.0,1925,89,2,1,137,1,0,0
696,220000,4,2.0,2736,4791.0,1915,99,2,1,57,0,0,0
697,179900,2,1.0,1022,4791.0,1914,100,1,1,65,0,1,0
698,224900,3,1.75,1980,5227.0,1909,105,2,1,6,0,1,0
699,245000,3,1.75,1482,4791.0,1914,100,2,1,2,0,0,0
700,349500,4,2.25,1916,7405.0,1961,53,2,1,119,1,0,0
701,3775000,4,4.5,5670,15245.0,2000,14,3,1,137,0,0,0
702,75000,4,2.0,2163,6534.0,1904,110,1,1,26,1,0,0
703,1399900,4,4.0,4368,13068.0,1928,86,2,1,7,1,1,0
704,349900,3,2.25,1800,5662.0,2013,1,2,1,137,0,1,0
705,174900,3,2.0,1586,6098.0,1955,59,2,1,112,0,0,0
706,309900,4,2.25,2047,5227.0,1906,108,4,1,69,1,0,0
707,299900,4,2.0,1653,5662.0,1996,18,2,1,14,0,0,0
708,237000,3,1.75,1621,5227.0,1924,90,2,1,57,0,0,0
709,159000,3,2.25,1970,6534.0,1929,85,1,1,137,0,1,0
710,105000,3,1.0,1042,6098.0,1923,91,1,1,1,0,1,0
711,228420,3,2.5,1578,4791.0,1923,91,1,1,57,1,0,0
712,184900,3,2.0,1922,6534.0,1932,82,2,1,65,1,0,0
713,189900,3,1.5,1620,6098.0,1953,61,2,1,19,0,0,0
714,99900,2,1.0,1100,4791.0,1923,91,3,1,15,0,1,0
715,154900,3,1.75,2164,6098.0,1926,88,2,1,111,1,0,1
716,233900,2,1.0,1306,5227.0,1915,99,2,1,137,1,0,0
717,120000,5,1.0,2060,4791.0,1928,86,2,1,14,0,0,0
718,1675000,4,4.25,6279,14374.0,1917,97,2,1,137,0,0,0
719,359900,4,2.5,1624,4791.0,2014,0,2,1,111,0,1,0
720,164900,3,1.0,1532,7405.0,1957,57,2,1,51,0,0,0
721,359000,3,2.25,1956,4791.0,2014,0,2,1,68,0,0,0
722,995000,6,4.25,5401,10890.0,1922,92,3,1,96,0,1,0
723,193500,2,1.0,950,4356.0,1912,102,1,1,19,0,0,0
724,399900,3,2.5,2000,4791.0,2013,1,2,1,56,0,1,0
725,299900,4,2.0,2485,5662.0,1902,112,2,1,137,1,1,0
726,63000,4,2.0,1469,4791.0,1887,127,4,1,105,1,0,0
727,104900,2,1.0,1002,4791.0,1925,89,4,1,137,1,1,1
728,274900,5,2.25,2292,5662.0,1955,59,2,1,13,0,0,0
729,1450000,4,2.75,3740,15245.0,1956,58,2,1,93,0,0,0
730,99900,2,1.0,835,5227.0,1923,91,1,1,23,0,0,0
731,359900,4,2.5,1624,5662.0,2014,0,2,1,119,0,1,0
732,89900,3,1.0,1455,5662.0,1923,91,1,1,137,1,0,1
733,279900,4,1.5,2860,4791.0,1932,82,1,1,65,0,0,0
734,137500,3,1.0,1383,4791.0,1926,88,1,1,23,0,0,0
735,199900,3,2.0,1350,4356.0,1915,99,1,1,20,0,1,0
737,179900,2,1.5,1016,5227.0,1915,99,2,1,57,1,0,0
738,318500,4,2.75,2880,5227.0,2003,11,2,1,68,1,1,0
739,135000,3,1.0,1412,5227.0,1947,67,1,1,137,1,0,0
740,67000,4,1.0,1248,4791.0,1895,119,1,1,18,0,0,0
741,169900,3,1.25,1496,4791.0,2001,13,1,1,137,1,1,0
743,229000,3,1.5,1046,5227.0,1900,114,2,1,137,1,1,0
